date,store_id,store_size,product_id,category,price,units_sold,revenue,promotion,season
2025-06-18,4,Large,2,Clothing,63.1,63,3975.29,True,Summer
2025-06-18,4,Large,3,Clothing,66.21,8,529.66,False,Summer
2025-06-18,4,Large,4,Groceries,30.2,66,1992.92,False,Summer
2025-06-18,4,Large,5,Books,51.71,45,2326.76,False,Summer
2025-06-18,4,Large,6,Home Goods,39.27,62,2434.45,False,Summer
2025-06-18,4,Large,7,Home Goods,19.31,101,1950.14,True,Summer
2025-06-18,4,Large,8,Clothing,62.05,31,1923.69,False,Summer
2025-06-18,4,Large,9,Home Goods,29.13,50,1456.28,True,Summer
2025-06-18,4,Large,10,Books,91.39,68,6214.47,False,Summer
2025-06-18,4,Large,11,Home Goods,47.38,74,3506.06,False,Summer
2025-06-18,4,Large,12,Home Goods,22.55,21,473.46,False,Summer
2025-06-18,4,Large,13,Clothing,55.88,63,3520.23,False,Summer
2025-06-18,4,Large,14,Books,29.99,40,1199.51,False,Summer
2025-06-18,4,Large,15,Books,26.51,26,689.18,False,Summer
2025-06-18,4,Large,16,Groceries,60.62,35,2121.8,False,Summer
2025-06-18,4,Large,17,Home Goods,25.65,86,2205.59,True,Summer
2025-06-18,4,Large,18,Books,79.03,60,4741.81,True,Summer
2025-06-18,4,Large,19,Home Goods,31.65,68,2152.5,False,Summer
2025-06-18,4,Large,20,Home Goods,14.21,5,71.04,False,Summer
2025-06-18,5,Small,1,Home Goods,27.91,42,1172.33,False,Summer
2025-06-18,5,Small,2,Home Goods,22.37,20,447.47,False,Summer
2025-06-18,5,Small,3,Electronics,39.76,9,357.86,False,Summer
2025-06-18,5,Small,4,Groceries,68.84,2,137.67,False,Summer
2025-06-18,5,Small,5,Groceries,79.21,14,1108.99,False,Summer
2025-06-18,5,Small,6,Electronics,8.03,40,321.27,True,Summer
2025-06-18,5,Small,7,Electronics,82.79,1,82.79,True,Summer
2025-06-18,5,Small,8,Books,30.1,18,541.76,False,Summer
2025-06-18,5,Small,9,Groceries,11.88,25,296.98,False,Summer
2025-06-18,5,Small,10,Electronics,15.89,12,190.66,True,Summer
2025-06-18,5,Small,11,Clothing,63.2,13,821.65,False,Summer
2025-06-18,5,Small,12,Groceries,22.74,30,682.12,True,Summer
2025-06-18,5,Small,13,Home Goods,76.79,25,1919.82,False,Summer
2025-06-18,5,Small,14,Home Goods,47.3,20,946.02,False,Summer
2025-06-18,5,Small,15,Groceries,49.79,15,746.81,False,Summer
2025-06-18,5,Small,16,Clothing,89.91,37,3326.58,False,Summer
2025-06-18,5,Small,17,Clothing,28.16,19,535.12,True,Summer
2025-06-18,5,Small,18,Books,43.71,8,349.71,False,Summer
2025-06-18,5,Small,19,Books,78.2,11,860.2,False,Summer
2025-06-18,5,Small,20,Books,34.17,19,649.22,True,Summer
2025-06-19,1,Medium,1,Electronics,57.19,47,2688.12,False,Summer
2025-06-19,1,Medium,2,Clothing,16.03,37,593.25,False,Summer
2025-06-19,1,Medium,3,Clothing,9.67,9,87.04,False,Summer
2025-06-19,1,Medium,4,Home Goods,14.67,15,220.09,False,Summer
2025-06-19,1,Medium,5,Groceries,84.71,36,3049.49,True,Summer
2025-06-19,1,Medium,6,Clothing,52.63,2,105.26,False,Summer
2025-06-19,1,Medium,7,Books,86.31,3,258.94,False,Summer
2025-06-19,1,Medium,8,Home Goods,61.74,54,3334.15,True,Summer
2025-06-19,1,Medium,9,Home Goods,19.48,49,954.39,False,Summer
2025-06-19,1,Medium,10,Groceries,53.26,4,213.06,False,Summer
2025-06-19,1,Medium,11,Groceries,88.92,5,444.6,False,Summer
2025-06-19,1,Medium,12,Books,81.16,35,2840.45,False,Summer
2025-06-19,1,Medium,13,Home Goods,28.76,24,690.33,False,Summer
2025-06-19,1,Medium,14,Groceries,95.19,58,5521.01,False,Summer
2025-06-19,1,Medium,15,Electronics,81.46,33,2688.15,True,Summer
2025-06-19,1,Medium,16,Books,67.52,11,742.77,False,Summer
2025-06-19,1,Medium,17,Clothing,45.36,57,2585.3,True,Summer
2025-06-19,1,Medium,18,Groceries,29.33,30,879.85,False,Summer
2025-06-19,1,Medium,19,Books,45.83,22,1008.17,True,Summer
2025-06-19,1,Medium,20,Books,45.92,36,1653.11,False,Summer
2025-06-19,2,Small,1,Groceries,17.88,8,143.07,False,Summer
2025-06-19,2,Small,2,Groceries,25.82,13,335.7,True,Summer
2025-06-19,2,Small,3,Groceries,52.18,8,417.47,False,Summer
2025-06-19,2,Small,4,Clothing,89.57,30,2687.01,False,Summer
2025-06-19,2,Small,5,Books,82.91,28,2321.5,False,Summer
2025-06-19,2,Small,6,Home Goods,52.43,25,1310.79,False,Summer
2025-06-19,2,Small,7,Books,29.77,34,1012.25,False,Summer
2025-06-19,2,Small,8,Electronics,24.55,42,1030.99,False,Summer
2025-06-19,2,Small,9,Groceries,13.5,40,540.07,False,Summer
2025-06-19,2,Small,10,Groceries,49.22,21,1033.67,False,Summer
2025-06-19,2,Small,11,Electronics,19.07,30,572.05,False,Summer
2025-06-19,2,Small,12,Clothing,22.11,8,176.85,False,Summer
2025-06-19,2,Small,13,Books,78.28,10,782.82,False,Summer
2025-06-19,2,Small,14,Home Goods,59.0,23,1356.94,False,Summer
2025-06-19,2,Small,15,Clothing,50.18,7,351.23,False,Summer
2025-06-19,2,Small,16,Groceries,22.47,1,22.47,False,Summer
2025-06-19,2,Small,17,Groceries,37.96,8,303.64,False,Summer
2025-06-19,2,Small,18,Groceries,84.58,1,84.58,False,Summer
2025-06-19,2,Small,19,Groceries,38.67,4,154.7,True,Summer
2025-06-19,2,Small,20,Clothing,64.43,30,1932.75,False,Summer
2025-06-19,3,Large,1,Groceries,56.52,14,791.3,True,Summer
2025-06-19,3,Large,2,Electronics,11.04,2,22.09,False,Summer
2025-06-19,3,Large,3,Groceries,61.95,16,991.27,True,Summer
2025-06-19,3,Large,4,Electronics,14.3,24,343.29,False,Summer
2025-06-19,3,Large,5,Home Goods,54.48,23,1252.94,False,Summer
2025-06-19,3,Large,6,Groceries,95.46,81,7732.37,False,Summer
2025-06-19,3,Large,7,Clothing,16.5,32,528.03,False,Summer
2025-06-19,3,Large,8,Home Goods,94.39,68,6418.33,False,Summer
2025-06-19,3,Large,9,Groceries,27.73,107,2967.55,True,Summer
2025-06-19,3,Large,10,Electronics,34.45,6,206.69,False,Summer
2025-06-19,3,Large,11,Clothing,23.82,7,166.74,False,Summer
2025-06-19,3,Large,12,Home Goods,19.98,7,139.85,False,Summer
2025-06-19,3,Large,13,Electronics,98.5,67,6599.42,False,Summer
2025-06-19,3,Large,14,Books,80.2,85,6816.68,False,Summer
2025-06-19,3,Large,15,Clothing,77.18,19,1466.34,False,Summer
2025-06-19,3,Large,16,Home Goods,59.69,17,1014.81,True,Summer
2025-06-19,3,Large,17,Books,45.59,37,1686.83,True,Summer
2025-06-19,3,Large,18,Groceries,43.15,58,2502.55,False,Summer
2025-06-19,3,Large,19,Home Goods,63.83,65,4148.91,False,Summer
2025-06-19,3,Large,20,Home Goods,37.88,30,1136.26,True,Summer
2025-06-19,4,Large,1,Clothing,77.44,58,4491.26,False,Summer
2025-06-19,4,Large,2,Books,80.04,37,2961.57,True,Summer
2025-06-19,4,Large,3,Clothing,13.11,19,249.06,False,Summer
2025-06-19,4,Large,4,Clothing,44.3,77,3411.34,False,Summer
2025-06-19,4,Large,5,Home Goods,25.57,69,1764.61,True,Summer
2025-06-19,4,Large,6,Home Goods,20.55,70,1438.76,False,Summer
2025-06-19,4,Large,7,Home Goods,48.4,23,1113.15,True,Summer
2025-06-19,4,Large,8,Books,25.82,30,774.73,False,Summer
2025-06-19,4,Large,9,Groceries,95.13,6,570.78,False,Summer
2025-06-19,4,Large,10,Clothing,47.58,79,3759.09,False,Summer
2025-06-19,4,Large,11,Home Goods,78.66,58,4562.43,False,Summer
2025-06-19,4,Large,12,Electronics,96.24,45,4330.59,False,Summer
2025-06-19,4,Large,13,Electronics,40.69,66,2685.4,False,Summer
2025-06-19,4,Large,14,Books,21.11,98,2068.79,True,Summer
2025-06-19,4,Large,15,Books,58.01,36,2088.51,False,Summer
2025-06-19,4,Large,16,Clothing,35.58,45,1600.88,False,Summer
2025-06-19,4,Large,17,Electronics,79.54,1,79.54,False,Summer
2025-06-19,4,Large,18,Electronics,29.53,5,147.64,False,Summer
2025-06-19,4,Large,19,Home Goods,60.23,71,4276.11,True,Summer
2025-06-19,4,Large,20,Clothing,95.97,44,4222.78,False,Summer
2025-06-19,5,Small,1,Electronics,14.49,19,275.3,False,Summer
2025-06-19,5,Small,2,Electronics,69.35,17,1178.94,False,Summer
2025-06-19,5,Small,3,Home Goods,82.79,5,413.93,False,Summer
2025-06-19,5,Small,4,Books,26.59,18,478.69,False,Summer
2025-06-19,5,Small,5,Clothing,44.54,2,89.08,True,Summer
2025-06-19,5,Small,6,Groceries,55.93,15,838.93,False,Summer
2025-06-19,5,Small,7,Home Goods,59.42,20,1188.49,True,Summer
2025-06-19,5,Small,8,Clothing,26.79,4,107.15,True,Summer
2025-06-19,5,Small,9,Clothing,94.75,25,2368.64,False,Summer
2025-06-19,5,Small,10,Groceries,52.78,48,2533.48,True,Summer
2025-06-19,5,Small,11,Books,17.84,1,17.84,False,Summer
2025-06-19,5,Small,12,Electronics,65.34,1,65.34,False,Summer
2025-06-19,5,Small,13,Groceries,44.07,45,1983.2,True,Summer
2025-06-19,5,Small,14,Groceries,99.98,34,3399.35,False,Summer
2025-06-19,5,Small,15,Groceries,38.24,39,1491.42,True,Summer
2025-06-19,5,Small,16,Home Goods,65.52,10,655.21,False,Summer
2025-06-19,5,Small,17,Books,54.7,7,382.92,False,Summer
2025-06-19,5,Small,18,Groceries,13.36,17,227.17,False,Summer
2025-06-19,5,Small,19,Home Goods,89.96,42,3778.12,False,Summer
2025-06-19,5,Small,20,Electronics,13.79,7,96.55,True,Summer
2025-06-20,1,Small,1,Home Goods,49.07,11,539.81,False,Summer
2025-06-20,1,Small,2,Books,80.65,36,2903.47,True,Summer
2025-06-20,1,Small,3,Home Goods,87.75,10,877.5,False,Summer
2025-06-20,1,Small,4,Clothing,22.1,3,66.31,False,Summer
2025-06-20,1,Small,5,Groceries,71.8,33,2369.4,False,Summer
2025-06-20,1,Small,6,Groceries,70.12,8,560.95,True,Summer
2025-06-20,1,Small,7,Books,82.28,3,246.85,False,Summer
2025-06-20,1,Small,8,Electronics,23.81,15,357.22,True,Summer
2025-06-20,1,Small,9,Clothing,28.8,18,518.46,False,Summer
2025-06-20,1,Small,10,Home Goods,79.58,37,2944.47,True,Summer
2025-06-20,1,Small,11,Electronics,20.93,11,230.18,False,Summer
2025-06-20,1,Small,12,Electronics,13.36,21,280.58,False,Summer
2025-06-20,1,Small,13,Home Goods,63.12,53,3345.32,True,Summer
2025-06-20,1,Small,14,Groceries,6.22,34,211.47,False,Summer
2025-06-20,1,Small,15,Groceries,57.19,41,2344.99,False,Summer
2025-06-20,1,Small,16,Groceries,34.87,10,348.65,True,Summer
2025-06-20,1,Small,17,Home Goods,7.39,16,118.23,False,Summer
2025-06-20,1,Small,18,Groceries,45.09,15,676.29,False,Summer
2025-06-20,1,Small,19,Groceries,84.2,4,336.8,False,Summer
2025-06-20,1,Small,20,Electronics,56.74,28,1588.59,False,Summer
2025-06-20,2,Medium,1,Books,21.38,57,1218.6,False,Summer
2025-06-20,2,Medium,2,Groceries,49.06,2,98.11,False,Summer
2025-06-20,2,Medium,3,Groceries,39.83,49,1951.59,False,Summer
2025-06-20,2,Medium,4,Books,16.03,49,785.31,True,Summer
2025-06-20,2,Medium,5,Groceries,14.1,45,634.51,True,Summer
2025-06-20,2,Medium,6,Books,47.47,34,1613.95,False,Summer
2025-06-20,2,Medium,7,Electronics,57.75,55,3176.51,False,Summer
2025-06-20,2,Medium,8,Clothing,18.59,25,464.85,False,Summer
2025-06-20,2,Medium,9,Books,5.23,24,125.63,False,Summer
2025-06-20,2,Medium,10,Books,82.46,28,2308.96,False,Summer
2025-06-20,2,Medium,11,Electronics,38.66,49,1894.29,True,Summer
2025-06-20,2,Medium,12,Home Goods,56.31,1,56.31,False,Summer
2025-06-20,2,Medium,13,Home Goods,58.3,50,2915.16,False,Summer
2025-06-20,2,Medium,14,Home Goods,91.39,40,3655.78,False,Summer
2025-06-20,2,Medium,15,Home Goods,81.96,43,3524.42,True,Summer
2025-06-20,2,Medium,16,Home Goods,27.85,58,1615.14,False,Summer
2025-06-20,2,Medium,17,Books,24.0,28,671.92,False,Summer
2025-06-20,2,Medium,18,Clothing,29.38,44,1292.66,False,Summer
2025-06-20,2,Medium,19,Electronics,94.32,41,3867.27,False,Summer
2025-06-20,2,Medium,20,Clothing,25.24,14,353.37,False,Summer
2025-06-20,3,Small,1,Home Goods,42.04,24,1008.91,False,Summer
2025-06-20,3,Small,2,Electronics,8.28,32,264.84,False,Summer
2025-06-20,3,Small,3,Books,89.61,16,1433.73,False,Summer
2025-06-20,3,Small,4,Groceries,58.55,1,58.55,False,Summer
2025-06-20,3,Small,5,Books,35.54,52,1848.09,True,Summer
2025-06-20,3,Small,6,Clothing,32.91,28,921.38,False,Summer
2025-06-20,3,Small,7,Home Goods,31.06,13,403.73,False,Summer
2025-06-20,3,Small,8,Groceries,27.95,34,950.24,True,Summer
2025-06-20,3,Small,9,Books,17.0,12,203.95,False,Summer
2025-06-20,3,Small,10,Home Goods,48.08,37,1778.98,False,Summer
2025-06-20,3,Small,11,Books,16.88,8,135.05,False,Summer
2025-06-20,3,Small,12,Electronics,65.04,8,520.35,False,Summer
2025-06-20,3,Small,13,Electronics,45.73,7,320.13,False,Summer
2025-06-20,3,Small,14,Clothing,81.08,10,810.79,True,Summer
2025-06-20,3,Small,15,Clothing,26.27,11,289.0,True,Summer
2025-06-20,3,Small,16,Groceries,48.51,5,242.56,False,Summer
2025-06-20,3,Small,17,Clothing,7.95,13,103.36,False,Summer
2025-06-20,3,Small,18,Home Goods,37.2,21,781.2,True,Summer
2025-06-20,3,Small,19,Books,72.69,31,2253.45,False,Summer
2025-06-20,3,Small,20,Clothing,64.59,3,193.77,False,Summer
2025-06-20,4,Small,1,Home Goods,43.03,28,1204.86,False,Summer
2025-06-20,4,Small,2,Home Goods,67.19,18,1209.38,False,Summer
2025-06-20,4,Small,3,Clothing,67.81,13,881.5,False,Summer
2025-06-20,4,Small,4,Home Goods,41.25,36,1485.15,False,Summer
2025-06-20,4,Small,5,Groceries,37.29,9,335.61,False,Summer
2025-06-20,4,Small,6,Groceries,88.38,25,2209.52,False,Summer
2025-06-20,4,Small,7,Groceries,57.3,32,1833.72,True,Summer
2025-06-20,4,Small,8,Electronics,54.92,39,2141.76,True,Summer
2025-06-20,4,Small,9,Groceries,66.27,40,2650.9,False,Summer
2025-06-20,4,Small,10,Groceries,40.63,39,1584.54,False,Summer
2025-06-20,4,Small,11,Home Goods,47.25,30,1417.4,False,Summer
2025-06-20,4,Small,12,Books,95.61,7,669.26,False,Summer
2025-06-20,4,Small,13,Clothing,83.72,51,4269.6,True,Summer
2025-06-20,4,Small,14,Clothing,72.11,46,3317.25,True,Summer
2025-06-20,4,Small,15,Clothing,51.17,22,1125.71,False,Summer
2025-06-20,4,Small,16,Clothing,56.74,28,1588.84,True,Summer
2025-06-20,4,Small,17,Home Goods,70.41,25,1760.33,False,Summer
2025-06-20,4,Small,18,Groceries,21.08,55,1159.59,True,Summer
2025-06-20,4,Small,19,Electronics,36.2,37,1339.51,False,Summer
2025-06-20,4,Small,20,Books,46.79,41,1918.34,True,Summer
2025-06-20,5,Large,1,Clothing,10.6,39,413.28,False,Summer
2025-06-20,5,Large,2,Home Goods,65.98,28,1847.52,False,Summer
2025-06-20,5,Large,3,Clothing,16.77,3,50.3,False,Summer
2025-06-20,5,Large,4,Books,85.72,81,6943.55,False,Summer
2025-06-20,5,Large,5,Groceries,7.51,62,465.89,False,Summer
2025-06-20,5,Large,6,Groceries,33.26,11,365.91,False,Summer
2025-06-20,5,Large,7,Electronics,94.8,70,6636.09,False,Summer
2025-06-20,5,Large,8,Electronics,36.21,43,1556.91,False,Summer
2025-06-20,5,Large,9,Groceries,68.78,14,962.93,True,Summer
2025-06-20,5,Large,10,Books,79.41,79,6273.68,True,Summer
